bestFor,imageURL,name,appLink,description,reqCreditScore
travel,https://www.nerdwallet.com/c1/images/3065_5dc9886d1cc79eb71b4d849667800e9b_L.jpg,Chase Ink Business Preferred Credit Card,https://www.nerdwallet.com/redirect/credit-cards/3065?clickHeader_category=Credit%20Card&clickHeader_productId=3065&name=Chase-Ink-Business-Preferred&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Travel%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=8&section_name=&section_position=&header_pageViewId=,"ProsThe sign-up bonus is worth $1,000 if you redeem the points for travel booked through Chase. (You can also transfer points to a dozen or so airline and hotel programs, including United, Southwest, Marriott and Hyatt.) You'll earn 3 points per dollar on up to $150,000 a year in spending on travel, telecommunications (internet, phone and cable), shipping, and advertising on social media and search engines; all other spending earns 1 point per dollar.ConsThis card's bonus categories aren't a good fit for all business owners. There's an annual fee of $95. After the first year, you’d have to spend at least $2,534 before the rewards make up for the annual fee. This might not matter as much to you, though, if you deduct the fee as a business expense on your taxes.",690
travel,https://www.nerdwallet.com/c1/images/11806_09195105330830eb53f8e53a92d62d4f_L.jpg,Capital One Spark Miles Credit Card,https://www.nerdwallet.com/redirect/credit-cards/11806?clickHeader_category=Credit%20Card&clickHeader_productId=11806&name=Capital-One-Spark-Miles&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Travel%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=9&section_name=&section_position=&header_pageViewId=,"ProsThis card earns unlimited 2 miles per dollar on all purchases. (You get 5 miles per dollar on hotels and rental cars booked through Capital One Travel.) Miles can be redeemed for any travel expense — no blackout dates or restrictions — at a rate of 1 cent apiece. There's a great sign-up bonus, too. ConsThe card has an annual fee of $0 intro for the first year, then $95. After the first year, you'd have to spend at least $4,750 a year on the card before the rewards would outweigh the cost. But keep in mind that this fee could be deducted as a business expense on your taxes.",690
travel,https://www.nerdwallet.com/c1/images/1100_30be6ca0e88e69c303c0838a75cc9d6a_L.jpg,The Business Platinum® Card from American Express OPEN Credit Card,https://www.nerdwallet.com/redirect/credit-cards/1100?clickHeader_category=Credit%20Card&clickHeader_productId=1100&name=American-Express-Business-Platinum&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Travel%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=10&section_name=&section_position=&header_pageViewId=,"ProsNo, this card is not cheap, but it comes with an extensive portfolio of benefits that make it well worth the investment for entrepreneurs who are always on the road: 5X points on flights and prepaid hotels on amextravel.com, access to more than 1,200 airport lounges worldwide, a $200 annual credit for incidental airline fees, plus reimbursement for the application fee for TSA Precheck or Global Entry, and automatic elite status with Marriott and Hilton hotels. That’s not even mentioning the sizable bonus offer for new cardholders. ConsThe $595 annual fee is very steep. Keep in mind, though, that the fee is a deductible business expense. ",690
travel,https://www.nerdwallet.com/c1/images/3049_184f2e1de21af12d9683df1ca2b706b5_L.jpg,Chase United Airlines Mileage Plus Credit Card,https://www.nerdwallet.com/redirect/credit-cards/3049?clickHeader_category=Credit%20Card&clickHeader_productId=3049&name=Chase-United-Airlines-Mileage-Plus&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Travel%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=11&section_name=&section_position=&header_pageViewId=,"ProsEarn 2 miles per dollar on United purchases, at restaurants and on hotel stays purchased directly from the hotel. Other spending earns 1 mile per dollar. You get a free checked bag for you and a companion, priority boarding, two one-time lounge passes each year and reimbursement for the application fee for TSA Precheck or Global Entry. Start with a solid sign-up bonus, too. ConsAs with any airline card with an annual fee, it's a good deal only if you fly the airline enough to use the perks you're paying for. ",690
travel,https://www.nerdwallet.com/c1/images/65537_6c3ef63fbe78f2eda9a18b3b22402011_L.jpg,The World Of Hyatt Credit Card,https://www.nerdwallet.com/redirect/credit-cards/65537?clickHeader_category=Credit%20Card&clickHeader_productId=65537&name=Chase-World-Of-Hyatt&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Travel%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=12&section_name=&section_position=&header_pageViewId=,"ProsYou earn 4 points per dollar spent with Hyatt, 2 points per dollar on an array of common spending categories (see the product details tab), and  1 point per dollar on other spending. Hyatt points are also worth significantly more than most other hotel points. You get a free night each anniversary year and can earn another with $15,000 a year in spending. There's a decent sign-up bonus, automatic elite status and more. ConsHyatt's relatively small footprint — about 850 properties compared with 5,000 or more for other chains — means you won't have as many locations to choose from as you'd get with other hotel cards. ",690
low-interest,https://www.nerdwallet.com/c1/images/11718_2c799504770f4cf83bf22b0231f65ab8_L.jpg,Capital One Quicksilver Credit Card,https://www.nerdwallet.com/redirect/credit-cards/11718?clickHeader_category=Credit%20Card&clickHeader_productId=11718&name=Capital-One-Cash-Credit-Card&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Low%20Interest%20and%20No%20Fee%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=0&section_name=&section_position=&header_pageViewId=,"ProsThe Capital One® Quicksilver® Cash Rewards Credit Card gives you 0% APR for 15 months on purchases and balance transfers, and then the ongoing APR of 15.49% - 25.49% Variable APR. This card pays 1.5% cash back on every purchase and offers a tidy sign-up bonus: One-time $150 cash bonus after you spend $500 on purchases within 3 months from account opening. It's also a good traveling companion, as it charges no foreign transaction fees.ConsNowadays, a flat cash-back rate of 1.5% is pretty routine. Depending on how you spend, you might be able to accumulate more cash back with a bonus category cash back card.",690
low-interest,https://www.nerdwallet.com/c1/images/6045_512b3185ba6efe3f9d3c416a69451845_L.jpg,Discover it® Balance Transfer,https://www.nerdwallet.com/redirect/credit-cards/6045?clickHeader_category=Credit%20Card&clickHeader_productId=6045&name=Discover-It-18-Month-Balance-Transfer&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Low%20Interest%20and%20No%20Fee%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=,"ProsThe Discover it® Balance Transfer combines a lengthy 0% intro period on balance transfers with 5% cash-back rewards on rotating bonus categories that you activate (on up to $1,500 in spending per quarter) and 1% back on all other spending. There's also an unusual bonus, which Discover describes as: ""Discover will match ALL the cash back you've earned at the end of your first year, automatically. There's no signing up. And no limit to how much is matched."" No foreign transaction fee is unusual for this category. Discover won’t charge a fee for your first late payment or raise your APR for paying late.
ConsThe introductory 3% balance transfer fee (and up to 5% on future balance transfers) will eat into interest savings during the introductory period, and the no-interest offer on new purchases is shorter than for other top cards. It can be a hassle to track bonus rewards categories and opt in to them every quarter.
",690
low-interest,https://www.nerdwallet.com/c1/images/65396_70d679520c3bbf2062cab1a0a0a51c8b_L.jpg,HSBC Gold Mastercard,https://www.nerdwallet.com/redirect/credit-cards/65396?clickHeader_category=Credit%20Card&clickHeader_productId=65396&name=HSBC-Gold-Mastercard&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Low%20Interest%20and%20No%20Fee%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=2&section_name=&section_position=&header_pageViewId=,"ProsThe introductory interest-free period on the HSBC Gold Mastercard® credit card is nice and long: 0% Introductory APR on credit card purchases and balance transfers for the first 18 months from account opening, then a variable APR of 14.49% - 24.49% will apply. The issuer's late fee waiver is a nice break for the chronically forgetful: The fee is waived on your first late payment and any late payment more than 12 billing periods since your last waiver. ConsThe lengthy interest-free introductory period is super for purchases, but it comes at a cost for balance transfers: 4% (minimum $10), which adds up for big balances. The late-fee waiver could encourage bad behavior that might eventually affect your credit scores. No rewards or sign-up bonus.",690
low-interest,https://www.nerdwallet.com/c1/images/3200_d87ced1020798423be3335494ada760a_L.jpg,Chase Freedom Credit Card,https://www.nerdwallet.com/redirect/credit-cards/3200?clickHeader_category=Credit%20Card&clickHeader_productId=3200&name=Chase-Freedom-100-Cash-Back&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Low%20Interest%20and%20No%20Fee%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=3&section_name=&section_position=&header_pageViewId=,"ProsThe Chase Freedom® gives you a little of everything. In addition to a $0 annual fee and a long 0% intro APR period on purchases and balance transfers, it offers a nifty sign-up bonus: Earn a $150 Bonus after you spend $500 on purchases in your first 3 months from account opening. You get 5% cash back on up to $1,500 per quarter in spending on rotating bonus categories that have included such things as gas stations, supermarkets and restaurants. All other spending earns 1% back.
ConsIt can be a hassle to track bonus rewards categories and opt in to them every quarter.",690
low-interest,https://www.nerdwallet.com/c1/images/7001_L.jpg,US Bank Visa Platinum Credit Card,https://www.nerdwallet.com/redirect/credit-cards/7001?clickHeader_category=Credit%20Card&clickHeader_productId=7001&name=US-Bank-Visa-Platinum&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Low%20Interest%20and%20No%20Fee%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=4&section_name=&section_position=&header_pageViewId=,"ProsThe U.S. Bank Visa® Platinum Card gives you a good long time to pay off a major purchase. ConsThis card offers no rewards, so there's not a very compelling incentive to keep using it after the 0% intro period runs out. ",690
low-interest,https://www.nerdwallet.com/c1/images/4220_1488fe0259957955b6992c8fc8d79a78_L.jpg,Citi® Double Cash Card,https://www.nerdwallet.com/redirect/credit-cards/4220?clickHeader_category=Credit%20Card&clickHeader_productId=4220&name=Citibank-Double-Cash-Card&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Low%20Interest%20and%20No%20Fee%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=5&section_name=&section_position=&header_pageViewId=,"ProsOffering 1% cash back on every purchase and an additional 1% when you pay them off, the Citi® Double Cash Card – 18 month BT offer provides easy rewards to go with its lengthy interest-free introductory period on balance transfers and $0 annual fee. This is an excellent card that doesn't require excellent credit: You can qualify with good credit.
ConsAlthough the card offers a long 0% intro APR period to encourage balance transfers, it also comes with a 3% fee on transfers. There's no sign-up bonus, and there's a $25 minimum rewards redemption. Some cards have no minimum.
",690
low-interest,https://www.nerdwallet.com/c1/images/11605_327c5c136e94d03591c1c6c8de15712a_L.jpg,USAA Rate Advantage Platinum Visa® Credit Card,https://www.nerdwallet.com/redirect/credit-cards/11605?clickHeader_category=Credit%20Card&clickHeader_productId=11605&name=USAA-Rate-Advantage-Credit-Card&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Low%20Interest%20and%20No%20Fee%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=6&section_name=&section_position=&header_pageViewId=,"ProsIf your credit is good enough, the USAA® Rate Advantage Visa Platinum® Card offers a very low ongoing rate. The ongoing APR is 8.40% - 25.40% Variable APR. There are no foreign transaction fees, and the card is backed by USAA's well-regarded customer service.ConsAlthough this card is available to applicants with average credit, the best rate goes only to those with good or excellent credit. There are no rewards, nor is there a 0% period.",690
low-interest,https://www.nerdwallet.com/c1/images/60443_b89df090a7b1ebd6c30c94f65070d42f_L.jpg,Lake Michigan Credit Union Prime Platinum Visa Credit Card,https://www.nerdwallet.com/reviews/credit-cards/lake-michigan-credit-union-prime-platinum?trk_channel=web&trk_element=hyperlink&trk_location=MarketplaceProductCard-MarketplaceApplyNow-MarketplaceReviewLink&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Low%20Interest%20and%20No%20Fee%20Credit%20Cards&trk_vertical=Credit%20Cards,"ProsWhile many cards have interest rates that float above 20%, the Lake Michigan Credit Union Prime Platinum Card boasts one of the lowest APRs on any card — as low as the prime rate plus 3%.ConsNo 0% period and no rewards. To get this card, you must be a member of the Lake Michigan Credit Union, although anyone can join with a $5 donation to the ALS Foundation.",720
low-interest,https://www.nerdwallet.com/c1/images/60032_e3220c4104041013cdbb2a2735f4e654_L.jpg,Digital Federal Credit Union Visa Platinum Secured Credit Card Credit Card,https://www.nerdwallet.com/reviews/credit-cards/digital-federal-credit-union-secured?trk_channel=web&trk_element=hyperlink&trk_location=MarketplaceProductCard-MarketplaceApplyNow-MarketplaceReviewLink&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Low%20Interest%20and%20No%20Fee%20Credit%20Cards&trk_vertical=Credit%20Cards,"ProsThis is a secured card for bad credit, yet it has a lower interest rate than many unsecured cards for people with good credit. The ongoing APR is 13.75%, Variable. The card has no annual fee, balance transfer fees, cash advance fees or foreign transaction fees.ConsYour account must be backed by a savings account at the credit union. When you use the card to make purchases, you're using your savings account as collateral. You must be a member of Digital Federal Credit Union to get this card, although you can join by becoming a member of a partner organization for as little as $10.",300
bad-credit,https://www.nerdwallet.com/c1/images/11709_689bbad0e94d08914039af4a2fcc114a_L.jpg,Capital One Secured Mastercard Credit Card,https://www.nerdwallet.com/redirect/credit-cards/11709?clickHeader_category=Credit%20Card&clickHeader_productId=11709&name=Capital-One-Secured&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Credit%20Cards%20for%20Bad%20Credit&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=0&section_name=&section_position=&header_pageViewId=,"ProsMost secured cards typically require you to make a deposit equal to your credit line, and you have to come up with the whole deposit upfront. With the Capital One® Secured Mastercard®, however, you can get a credit limit of $200 for a deposit of $49, $99 or $200. You can also make your deposit in installments. If you make your first five payments on time, you may be eligible for a higher credit line without depositing additional money.ConsPeople with severely damaged credit, such as a bankruptcy on their credit report, might not qualify. You must have a checking or savings account.",300
bad-credit,https://www.nerdwallet.com/c1/images/1803_1f648b995f979a8f2a55e2841e004c12_L.jpg,Capital Bank Open Sky Secured Credit Card,https://www.nerdwallet.com/redirect/credit-cards/1803?clickHeader_category=Credit%20Card&clickHeader_productId=1803&name=Open-Sky-Secured-Visa&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Credit%20Cards%20for%20Bad%20Credit&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=,"ProsUnlike most other secured cards, the OpenSky® Secured Visa® Credit Card doesn’t require a credit check, so even people with badly damaged credit may be able to qualify. (You’ll still need to meet income standards, however.) Also setting this card apart from other secured cards: You don’t need a bank account. You can make your deposit and pay your bill by debit card, wire transfer, check or money order.ConsThe card charges an annual fee. There’s no process to upgrade to an unsecured card.",300
bad-credit,https://www.nerdwallet.com/c1/images/6054_a5f68921e18478f2040db6fd542a842d_L.jpg,Discover it® Secured,https://www.nerdwallet.com/redirect/credit-cards/6054?clickHeader_category=Credit%20Card&clickHeader_productId=6054&name=discover-it-secured&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Credit%20Cards%20for%20Bad%20Credit&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=2&section_name=&section_position=&header_pageViewId=,"ProsThe Discover it® Secured may be the best credit card available for people with bad credit. Not only does it have an annual fee of $0, but it also gives rewards: 2% cash back on up to $1,000 worth of spending per quarter on restaurants and gas, and 1% on all other spending. Handle your account responsibly for eight months, and Discover will review your account for a possible upgrade to an unsecured card.ConsThe initial deposit must be paid with a bank account, so if you don’t have access to traditional financial services, you may be out of luck.",300
bad-credit,https://www.nerdwallet.com/c1/images/60032_e3220c4104041013cdbb2a2735f4e654_L.jpg,Digital Federal Credit Union Visa Platinum Secured Credit Card Credit Card,https://www.nerdwallet.com/blog/credit-cards/digital-federal-credit-union-visa-platinum-secured-good-news-bad-credit/?trk_channel=web&trk_element=hyperlink&trk_location=MarketplaceProductCard-MarketplaceApplyNow-MarketplaceReviewLink&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Credit%20Cards%20for%20Bad%20Credit&trk_vertical=Credit%20Cards,"ProsThe ongoing APR is 13.75%, Variable. That’s roughly half the rate of many popular secured cards — and better than what you can get on many unsecured cards. The annual fee is $0, and there are no balance transfer or cash advance fees. As with most secured cards, you have to make a security deposit equal to your credit limit, but this one doesn’t put a cap on how much you can deposit, and therefore how high your limit can be.ConsYou must be a member of Digital Federal Credit Union. There are a number of ways to become a member, and most people can do so, but it’s still a hoop to jump through.",300
bad-credit,https://www.nerdwallet.com/c1/images/64170_100e2d0b4a6190becb0a64ef0ac7ce84_L.jpg,Berkshire Bank primor® Secured Visa Gold Card Credit Card,https://www.nerdwallet.com/redirect/credit-cards/64170?clickHeader_category=Credit%20Card&clickHeader_productId=64170&name=Green-Dot-Bank-Primor-Secured-Visa-Gold&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Credit%20Cards%20for%20Bad%20Credit&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=4&section_name=&section_position=&header_pageViewId=,"ProsCredit cards for people with bad credit tend to have very high interest rates — often 25% or more. The Green Dot primor® Visa® Gold Secured Credit Card, however, offers a rate lower than what you'll find on many products for people with good or excellent credit: The ongoing APR is 9.99%. There's also no penalty rate if you pay late. The card allows for credit lines as large as $5,000, assuming you have the cash to deposit.ConsThere's an annual fee of $49, which is on the high side for secured cards. (For a lower fee but a higher APR, consider the Green Dot primor® Visa® Classic Secured Credit Card. The annual fee is $39. The ongoing APR is 13.99%.)",300
bad-credit,https://www.nerdwallet.com/c1/images/65409_9f507d8ddb8dbde71bc7ddf1569aff8c_L.jpg,Armed Forces Bank Credit Builder Secured Visa®,https://www.nerdwallet.com/card-details/card-name/Armed-Forces-Secured?trk_channel=web&trk_element=hyperlink&trk_location=MarketplaceProductCard-MarketplaceApplyNow-MarketplaceReviewLink&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Credit%20Cards%20for%20Bad%20Credit&trk_vertical=Credit%20Cards,"ProsThe Credit Builder Secured Visa® Credit Card from Armed Forces Bank allows you to increase your credit limit simply by adding money to your deposit in $50 increments. (The minimum deposit is $300.) Most secured cards either don't allow you to add to your deposit or make you apply for a credit limit increase. Your deposit also earns interest. ConsThe card has an annual fee of $35.
",300
bad-credit,https://www.nerdwallet.com/c1/images/7032_fa37370ef2b9e06607f05ca526ace327_L.jpg,US Bank Harley-Davidson Visa Secured Credit Card,https://www.nerdwallet.com/blog/credit-cards/harley-davidson-credit-cards?trk_channel=web&trk_element=hyperlink&trk_location=MarketplaceProductCard-MarketplaceApplyNow-MarketplaceReviewLink&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Credit%20Cards%20for%20Bad%20Credit&trk_vertical=Credit%20Cards,"ProsThe Harley-Davidson® Visa® Secured Card has an annual fee of $0 and allows for credit limits of up to $5,000. There's also a rewards program: You earn 1 H-D Genuine Rewards point per dollar spent. Every time you accumulate 2,500 points, you get a $25 H-D gift card redeemable at Harley dealerships or the Harley-Davidson online store.
ConsIf you aren't a Harley-Davidson rider, you won't get much value out of the rewards, although you could always use them for gifts for the Harley lover in your life. ",300
small-business,https://www.nerdwallet.com/c1/images/3065_5dc9886d1cc79eb71b4d849667800e9b_L.jpg,Chase Ink Business Preferred Credit Card,https://www.nerdwallet.com/redirect/credit-cards/3065?clickHeader_category=Credit%20Card&clickHeader_productId=3065&name=Chase-Ink-Business-Preferred&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=0&section_name=&section_position=&header_pageViewId=,"ProsThe sign-up bonus is worth $1,000 if you redeem the points for travel booked through Chase. (You can also transfer points to a dozen or so airline and hotel programs, including United, Southwest, Marriott and Hyatt.) You'll earn 3 points per dollar on up to $150,000 a year in spending on travel, telecommunications (internet, phone and cable), shipping, and advertising on social media and search engines; all other spending earns 1 point per dollar.ConsThis card's bonus categories aren't a good fit for all business owners. There's an annual fee of $95. After the first year, you’d have to spend at least $2,534 before the rewards make up for the annual fee. This might not matter as much to you, though, if you deduct the fee as a business expense on your taxes.",690
small-business,https://www.nerdwallet.com/c1/images/1100_30be6ca0e88e69c303c0838a75cc9d6a_L.jpg,The Business Platinum® Card from American Express OPEN Credit Card,https://www.nerdwallet.com/redirect/credit-cards/1100?clickHeader_category=Credit%20Card&clickHeader_productId=1100&name=American-Express-Business-Platinum&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=1&section_name=&section_position=&header_pageViewId=,"ProsNo, this card is not cheap, but it comes with an extensive portfolio of benefits that make it well worth the investment for entrepreneurs who are always on the road: 5X points on flights and prepaid hotels on amextravel.com, access to more than 1,200 airport lounges worldwide, a $200 annual credit for incidental airline fees, plus reimbursement for the application fee for TSA Precheck or Global Entry, and automatic elite status with Marriott and Hilton hotels. That’s not even mentioning the sizable bonus offer for new cardholders. ConsThe $595 annual fee is very steep. Keep in mind, though, that the fee is a deductible business expense. ",690
small-business,https://www.nerdwallet.com/c1/images/11805_8a87a3f51de27f0ea43cb2852101e351_L.jpg,Capital One Spark Cash Credit Card,https://www.nerdwallet.com/redirect/credit-cards/11805?clickHeader_category=Credit%20Card&clickHeader_productId=11805&name=Capital-One-Spark-Cash&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=2&section_name=&section_position=&header_pageViewId=,"ProsIf your business expenses don't fall neatly into the bonus categories on other cards, a flat-rate cash back card is perfect for you, especially one that pays a generous 2% cash back on everything. This card also comes with a handsome sign-up bonus.ConsThere's an annual fee of $0 intro for the first year, then $95. After the first year, you’ll need to put $4,750 on the card annually to break even. If you plan to spend less, consider a no-annual-fee card instead.",690
small-business,https://www.nerdwallet.com/c1/images/6018_9804a14ff3a7cd3a06296c6acbfb8c1e_L.jpg,Discover it® Business Card,https://www.nerdwallet.com/redirect/credit-cards/6018?clickHeader_category=Credit%20Card&clickHeader_productId=6018&name=Discover-Business&trk_channel=web&trk_element=image&trk_location=MarketplaceApplyNow&trk_nldt=undefined&trk_pagetype=roundup&trk_sectionCategory=MarketplaceProductCard__productImage&trk_topic=Business%20Credit%20Cards&trk_vertical=Credit%20Cards&finish_type=external_application_referral&has_prequalified=false&impression_id=&link_type=PRODUCT_IMAGE&monetizable=&page_number=&product_display_driver=&product_position=3&section_name=&section_position=&header_pageViewId=,"ProsFlat-rate rewards are ideal for those whose business expenses are all over the place and don't fit into the bonus categories on other cards. Plus, at the end of your first year, Discover matches all the cash back you earned in that year. The $0 fee means you never have to worry about breaking even. ConsYou can get a higher flat rate with other cards — and if you're a bigger spender, you may come out ahead with them even if you pay a fee. Above $19,000 in spending, for example, you'd do better with a 2% card with a $95 fee than a 1.5% card with no fee.  ",690
